id,direction_line_text
47724,"<span lang=""en-US"">Choose the option that best completes the sentence.</span>"
47726,"Find school-related words in the grid, looking horizontally and vertically. Match these words to their English translation."
47727,"<span lang=""en-US"">Complete these sentences with the correct verb form so that the sentence makes sense.</span>"
47729,"<span lang=""en-US"">Form sentences using the words provided. Use the correct present tense or infinitive form of each verb.</span>"
47780,Form complete sentences using one word from each column.
47783,"<span lang=""en-US"">Use complete sentences to answer these yes or no questions.</span>"
47785,"<span lang=""en-US"">Form four different questions that would prompt each of these answers.</span>"
47787,"<span lang=""en-US"">Use the inventory list to answer these questions about the amount of items in stock at the school bookstore. Use complete sentences and write out the Spanish words for numbers.</span>"
47867,"Después de leer <popup>el texto</popup>, indica si lo que dice cada oración es <b>cierto</b> o <b>falso</b>."
47909,"<span lang=""en-US"">The underlined elements in the following statements are incorrect. Supply the correct words in the blanks provided. </span>"
47913,
47916,Indicate which area of study each of these students and alumni is likely to study or have studied.
47918,"Imagine that Carlos López visits your school and wants to find out about the institution, campus or facilities, classes, and students. Write a brief paragraph about what you would say."
47928,Read these sentences and guess which character is being described.
47932,Search the Internet to learn more about a famous Hispanic-American family.
48007,Complete Marta's description of a photo of her family.
48009,"<span lang=""en-US"">Provide the correct present tense forms of the verb indicated.</span>"
48011,Susana is describing her family. Complete each sentence with the correct verb form.
48013,Complete each sentence with the appropriate form of <b>tener</b> or <b>venir</b>.
48020,"Based on the information provided in the <popup>reading</popup>, answer these questions in Spanish. Use complete sentences."
48028,"<span lang=""en-US"">Look at the family tree and describe the relationships between these people.</span>"
48035,"<span lang=""en-US"">Fill in the blank with the word for the person, place, or thing described.  Follow the model.</span>"
48037,"<span lang=""en-US"">Answer these questions using the adjective with the opposite meaning.</span>"
48039,"<span lang=""en-US"">Complete these conversations with the correct forms of the verbs in parentheses.</span>"
48042,"<span lang=""en-US"">Rewrite each sentence using the subject in parentheses. Change the verb form and possessive adjectives as needed.</span>"
48050,"<span lang=""en-US"">Look at the drawings and complete the sentences using these verbs.</span>"
48052,"<span lang=""en-US"">In each sentence, select the the logical expression with</span> <b>tener</b>."
48067,"<span lang=""en-US"">Listen to each statement and choose the number of the statement below the drawing it describes.</span>"
48141,Indicate whether each person or thing was shown in Inés’ flashback about her family.
48143,Answer these questions about the video episode in complete sentences.
48145,
48147,"Identify which family these people belong to : <b>los Valdivieso, los Bolaños</b>, or both."
48173,
48192,Listen to this radio broadcast and fill in the missing words.
48226,"Listen to each question or statement, then choose the correct response."
48238,"<span lang=""en-US"">Listen to each statement and select the subject that corresponds to the verb you hear.</span>"
48242,"Find Luisa Moya Sánchez on the family tree. Then listen to her statements and indicate whether they are <b>cierto</b> (<i>true</i>) or <b>falso</b> (<i>false</i>), based on her family tree."
48245,You will hear some definitions of vocabulary words. Select the phrase that matches each definition.
48247,"<span lang=""en-US"">You will hear some sentences with a beep in place of the verb. Decide which form of </span> <b>ser</b> <span lang=""en-US"">or</span> <b>estar</b> <span lang=""en-US"">should complete each sentence. </span>"
48249,"¡Bingo! <span lang=""en_US"">You are going to play two games</span> (<b>juegos</b>) <span lang=""en_US"">of bingo. As you hear each number, choose it from the list. When you've filled in a row or column on your card, you will hear ""¡Bingo!"". </span>"
48325,"<span lang=""en_US"">You will hear a series of words. Decide whether the word is masculine or feminine.</span>"
48354,You will hear some sentences with a beep in place of a preposition. Decide if <b>por</b> or <b>para</b> should complete each sentence.
48358,Listen to each statement and select the possessive pronoun you hear.
48379,"<span lang=""en-US"">You will hear a conversation. Listen carefully and, during the pauses, write what you hear . The entire conversation will then be repeated so you can check your work.</span>"
48381,You will hear six people describe what they are doing. Choose the place that corresponds to the activity.
48385,"For each drawing, you will hear two statements. Choose the one that corresponds to the drawing."
48387,You will hear four brief conversations. Choose the statement that expresses how the people feel in each situation.
48389,Listen to what these people are doing. Then read the statements below and choose the appropriate description.
48391,You will hear a series of words. Write the word that does not belong in each series.
48393,"For each drawing, you will hear two statements. Choose the one that corresponds to the drawing."
48395,Listen to this conversation between Mr. Vega and a travel agent. Then read the statements and decide whether they are <b>cierto</b> or <b>falso</b>.
48397,Listen to each sentence and decide whether the verb is in the present or the preterite tense.
48399,Listen to each question and choose the most logical response.
48405,Listen to each question and select the appropriate category.
48407,You will hear some sentences with a beep in place of the verb. Decide which form of <b>saber</b> or <b>conocer</b> should complete each sentence.
48409,Listen to each question and choose the most logical response.
48411,"You will hear some sentences with a beep in place of the relative pronoun. Decide whether <b>que, quien,</b> or <b>lo que</b>  should complete each sentence and select it."
48415,Listen to the recording. You will hear some questions and the responses. Decide if they are <b>lógico</b> or <b>ilógico</b>.
48421,Listen to each statement and select the word or phrase that best completes it.
48432,Listen as Mercedes tells a friend about her day. Then read the statements and decide whether they are <b>cierto</b> or <b>falso</b>.
48433,You will hear two brief conversations. Listen carefully and then indicate whether the statements are <b>cierto</b> or <b>falso</b>.
48435,"For each drawing below, you will hear two statements. Choose the statement that best corresponds to the drawing."
48438,You will hear a friend describing Azucena's weekend experiences. Listen carefully and write what you hear during the pauses. The entire passage will be repeated so that you can check your work.
48451,Answer these questions.
48457,"You will hear some sentences. If the verb is a formal command, choose <b>Sí</b>. If the verb is not a command, choose <b>No</b>."
48459,"Julia is going to explain how to get to her home. Listen to her instructions, then number the instructions in the correct order. Two items will not be used."
48470,You will hear some sentences with a beep in place of a verb. Select which verb should complete each sentence.
48471,Listen to this conversation. Then choose the phrase that best completes each sentence below.
48472,"Listen to each sentence. If you hear a verb in the subjunctive, select <b>Sí</b>. If you don&#8217;t hear the subjunctive, select <b>No</b>."
48473,Listen to this conversation and answer the questions below.
48474,Listen to each sentence and choose the letter of the household item mentioned.
48476,Listen to this conversation between Mr. Fuentes and a real estate agent. Then read the statements and decide whether they are <b>cierto</b> or <b>falso</b>.
48490,Listen to each statement and choose the most logical response.
48495,Listen to the recording. You will hear some slogans created by environmentalists. Choose the number of the slogan that corresponds to the ecological problem it addresses.
48497,Listen to this radio advertisement and write the missing words.
48511,"Listen to each statement or question. If it refers to a person, place, or thing that clearly exists or is known, choose <b>sí</b>. If it refers to a person, place, or thing that either does not exist or whose existence is uncertain, choose <b>no</b>."
48512,Listen to each statement. Choose <b>sí</b> if it is a <b>tú</b> command. Choose <b>no</b> if it is not.
48513,"Eduardo’s wife has asked him to do some errands for her. Using the map and her directions, write down the places she mentions."
48514,"You will hear a conversation between a man who is visiting Panamá and his travel agent. Using <b>tú</b> commands and the ideas presented, write six pieces of advice that someone can follow when visiting Panamá."
48515,Listen to each statement. Choose <b>sí</b> if it is a command. Choose <b>no</b> if it is not.
48516,Listen to Manuel and Elisa’s conversation. Then read the statements and decide whether they are <b>cierto</b> or <b>falso</b>.
48517,You will hear some questions and the responses. Decide if they are <b>lógico</b> or <b>ilógico</b>.
48524,Escucha las frases e indica si cada frase es <b>lógica</b> o <b>ilógica</b>.
48525,Escucha el anuncio del gimnasio Sucre. Indica los servicios que se ofrecen con <b>sí</b>.
48534,Listen as Marisela describes her new fitness program. Then indicate the day on which she plans to do each activity.
48535,Listen to each statement and select the subject of the verb.
48536,You will hear some brief conversations. Indicate if they are <b>lógico</b> or <b>ilógico</b>.
48537,Listen to each sentence and write the past participle that is being used as an adjective.
48538,Look at the drawing and listen to each statement. Indicate whether each statement is <b>cierto</b> or <b>falso</b>.
48539,Listen to this conversation and write the missing words. Then answer the questions.
48540,Listen to this conversation between Eva and Manuel. Then choose the correct ending for each statement.
48541,You will hear a series of words or phrases. Write the word or phrase that does not belong in each group.
48547,Listen to each sentence and select the subject of the verb.
48548,"Listen to each sentence and indicate whether you hear a verb in the future, the conditional, or the imperfect tense."
48549,Cristina is planning a business conference. Listen to her ideas and then indicate whether the statements are <b>cierto</b> or <b>falso</b>.
48550,Listen to each description and then complete the sentence by identifying the person’s occupation.
48551,Listen to this radio advertisement and answer the questions.
48553,Listen to each sentence and decide whether the verb is in the present or the preterite tense.
48555,"For each drawing, you will hear two statements. Choose the one that corresponds to the drawing."
48557,"For each drawing, you will hear two statements. Choose the one that corresponds to the drawing."
48562,Esucha las oraciones e indica si son <b>lógicas</b> o <b>ilógicas</b>.
48579,Listen to this conversation between Jorge and Rosalía. Then choose the correct answers to the questions.
48587,Listen to this radio advertisement and write the prices for each item listed. Then figure out what the total cost of the trip would be.
48590,Listen to each sentence and select the correct subject of each verb.
48591,Listen to this conversation and answer the questions.
48595,Listen to each sentence and indicate whether it is <b>cierto</b> or <b>falso</b>.
48599,Óscar está hablándote de las diligencias que hizo ayer. Indica adónde fue con <b>sí</b>.
48675,"Based on the information provided in the <popup>reading</popup>, indicate whether each statement is <b>cierto</b> or <b>falso</b>."
48721,Escoge la respuesta correcta a estas preguntas sobre la crítica culinaria de <popup>La feria del maíz</popup>.
48868,Click on the answer that best completes the statement.
48879,Click on the answer that best completes the statement.
49131,
49165,
49418,What does Silvina say when she meets her friends? Complete these conversations.
49421,Listen to each question or statement and respond with an answer from the list. Repeat the correct response after the speaker.
49425,Your friend Ana won the lottery and with that money she is buying presents for her friends and family. Look at the figures in the chart and listen to each statement. Then indicate whether each statement is <b>cierto</b> or <b>falso</b>.
49761,Give the plural form of each singular article and noun and the singular form of each plural article and noun.
49764,Use <b>ser + de</b> to indicate where the people are from.
49935,"<span lang=""en_US"">You will hear three conversations. Look at the drawing and select the letter that corresponds to each conversation. </span>"
49961,Listen and then complete the sentences.
49970,Choose the correct word from the bank for each clue.
50052,"<span lang=""en-US"">A friend wants to invite some classmates to a party but she doesn't have their telephone numbers. Using the numbers in parentheses, answer her questions.</span>"
50136,
50138,
50142,
50323,"<span lang=""en_US"">Change each word from the masculine to the feminine. Repeat the correct answer after the speaker.</span>"
50324,"Listen to the speaker say each word and spell it out, then record yourself saying and spelling each word."
50326,"<span lang=""en_US"">Change each word from the singular to the plural. Repeat the correct answer after the speaker.</span>"
50328,"Look at the <a href=""/popup.php?pageAction=display_media&medid=2200"" target=""_blank"" onclick=""mediaView=window.open('/popup.php?pageAction=display_media&medid=2200', '_blank', 'scrollbars=yes,menubar=no,height=351,width=586,resizable=yes,toolbar=no,location=no,status=no'); mediaView.focus(); return false;"">drawing</a> and answer each question you hear. Repeat the correct response after the speaker."
50333,Form a new sentence using the cue you hear as the subject. Repeat the correct answer after the speaker.
50334,"<span lang=""en-US"">Your friend Diego is never sure what day of the week it is. Respond to his questions saying that it is the day before the one he mentions. Then repeat the correct answer after the speaker.</span>"
50335,"<span lang=""en-US"">You will hear a series of questions. Look at Susana’s schedule for today and answer each question. Then repeat the correct response after the speaker.</span>"
50336,"<span lang=""en-US"">Form a new sentence using the cue you hear as the subject. Repeat the correct answer after the speaker.</span>"
50337,"<span lang=""en-US"">Answer each question you hear in the negative. Repeat the correct response after the speaker.</span>"
50338,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50340,Héctor wants to verify the relationship between various members of the González family. Look at the drawing and answer his questions with the correct information. Repeat the correct response after the speaker. 
50342,"Repeat each word after the speaker, focusing on the diphthongs."
50347,"Listen to the speaker say each letter, then record yourself saying it."
50349,"Listen to the speaker say each name, then record yourself saying it."
50351,"Repeat each sentence after the speaker, focusing on the vowels."
50358,Repeat each saying after the speaker to practice vowels.
50359,Listen to the speaker and repeat the sentence.
50360,Repeat each saying after the speaker to practice diphthongs and linking sounds.
50361,Change each sentence from the masculine to the feminine. Repeat the correct answer after the speaker. 
50362,Change each sentence from the singular to the plural. Repeat the correct answer after the speaker. 
50363,"<span lang=""en-US"">Answer each question you hear in the affirmative using the appropriate possessive adjective. Repeat the correct response after the speaker. "
50364,"<span lang=""en-US"">Listen to the following statements. Using the cues you hear, say that these people do the same activities. Repeat the correct answer after the speaker. "
50365,"<span lang=""en-US"">Answer each question you hear in the negative. Repeat the correct response after the speaker. "
50366,"<span lang=""en-US"">Starting with the model sentence each time (Alicia viene a las seis.), form a new sentence using the cue you hear as the subject. Repeat the correct answer after the speaker. "
50367,"<span lang=""en-US"">Some people are not doing what they should. Say what they have to do. Repeat the correct response after the speaker. "
50370,Form a new sentence using the cue you hear as the subject. Repeat the correct answer after the speaker.
50372,"Listen to the speaker and repeat the sentence, focusing on the <b>b</b> and <b>v</b> sounds."
50373,You will hear some questions. Look at the drawing and respond to each question. Repeat the correct answer after the speaker.
50374,You just met Rosa Beltrán at a party. Describe her to a friend by using <b>ser</b> or <b>estar</b> with the cues you hear. Repeat the correct response after the speaker.
50375,Restate each sentence you hear using a direct object pronoun. Repeat the correct answer after the speaker.
50376,You just broke your glasses and now you can’t see anything. Respond to each statement using a direct object pronoun. Repeat the correct answer after the speaker.
50378,Answer each question you hear in the negative. Repeat the correct response after the speaker.
50379,Respond to each question saying that the opposite is true. Repeat the correct answer after the speaker.
50380,Repeat each phrase after the speaker to practice the <b>d</b> and the <b>t</b>.
50381,"Listen to the speaker and repeat the sentence, focusing on the <b>d</b> and <b>t</b> sounds."
50382,Repeat each saying after the speaker to practice the <b>d</b> and <b>t</b> sounds.
50383,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50384,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50385,Answer each question you hear in the negative using a form of the demonstrative pronoun <b>ése</b>. Repeat the correct response after the speaker.
50386,Repeat each word after the speaker to practice the <b>r</b> and the <b>rr</b>.
50387,"Listen to the speaker and repeat the sentence, focusing on the <b>r</b> and the <b>rr</b> sounds."
50389,Repeat each saying after the speaker to practice the <b>r</b> and the <b>rr</b>.
50390,Answer each question you hear in the affirmative. Repeat the correct response after the speaker.
50391,Change each sentence you hear to say the opposite is true. Repeat the correct answer after the speaker.
50392,Answer each question you hear in the negative. Repeat the correct response after the speaker.
50393,Change each sentence from the present to the preterite. Repeat the correct answer after the speaker.
50394,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50396,Change each sentence you hear substituting the new subject given. Repeat the correct response after the speaker.
50397,"Repeat each statement, replacing the direct object noun with a pronoun."
50398,Answer each question using the cue you hear and object pronouns. Repeat the correct response after the speaker.
50400,Listen to the following statements and say that you do the same activities. Repeat the correct answer after the speaker.
50401,Answer each question using the cue you hear. Repeat the correct response after the speaker.
50402,"You are babysitting Anita, a small child, who starts boasting about herself and her family. Respond to each statement using a comparative of equality. Then repeat the correct answer after the speaker."
50403,Answer each question you hear using the absolute superlative. Repeat the correct response after the speaker.
50404,"Listen to the speaker and repeat the sentence, focusing on the <b>h</b>, <b>j</b>, and <b>g</b>."
50405,Change each sentence from the present to the preterite. Repeat the correct answer after the speaker.
50406,"You will hear a series of responses to questions. Using <b>¿qué?</b> or <b>¿cuál?</b>, form the question that prompted each response. Repeat the correct answer after the speaker."
50407,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50408,Listen to the speaker and repeat the sentences.
50409,Change each sentence you hear to the future tense. Repeat the correct answer after the speaker.
50410,Form a new sentence replacing <b>iba a</b> + [<i>infinitive</i>] construction with the corresponding verb in the conditional. Repeat the correct answer after the speaker.
50411,Form a new sentence using the cue you hear. Repeat the correct answer after the speaker.
50572,Indica si estas afirmaciones sobre <popup>la lectura</popup> son <b>ciertas</b> o <b>falsas</b>.
50597,Indicate who would probably make each statement you hear.
50599,Complete the analogies using the words from the list
50601,
50622,Use the correct form of <b>estar</b> in the first blank and the correct adjective from the list in the second blank.
50629,Complete Martín’s statements about how he and other people are feeling. Use the appropiate form of the verb <b>estar</b> and the adjective that best fits the context.
50636,"<span lang=""en-US"">Write complete sentences using verbs in the present progressive. Include subject nouns and pronouns.</span>"
50642,Complete this conversation with the correct forms of <b>ser</b> and <b>estar</b>.
50650,Choose the correct response.
50661,"<span lang=""en-US""> Complete each sentence with the appropriate adjective from the word bank.</span>"
50664,Professor Vega's class is planning a trip to Costa Rica. Describe their preparations by changing the direct object nouns to direct object pronouns.
50672,
50755,Complete these sentences with the logical words.
50756,Complete this conversation with the logical words from the lesson.
50759,Answer these questions with complete sentences based on the weather map.
50796,Complete this e-mail using <b>estar</b> + the correct forms of the emotions and conditions. Do not use any term more than once.
50798,"Read each sentence, then write a new one for each, using <b>estar</b> + an emotion or condition to tell how these people are doing or feeling."
50800,Look at the illustration and label what each person is doing. Use the present progressive.
50804,Complete these sentences with the correct direct object pronouns.
50807,"Rewrite each of these sentences in two different ways, using direct object pronouns."
50810,Change each sentence from the present tense to the present progressive. Repeat the correct answer after the speaker. 
50815,Listen to Carolina’s description of her vacation and answer the questions.
50818,Look over these useful words before you watch the video.
50859,Answer these questions about this episode with complete sentences.
50863,Choose the correct answer for each question.
50867,"<span lang=""en-US"">Give the Spanish equivalent of each number.</span>"
50872,"For each sentence, choose the correct Spanish word for the number in parentheses."
50878,Complete what Isabel says about her weekend with the appropriate verb forms.
50882,"<span lang=""en-US"">Write sentences using the elements provided. Use the preterite.</span>"
50884,Fill in the correct indirect object pronouns.
50886,"<span lang=""en-US"">Complete each sentence with the indirect object pronoun indicated and the appropriate form of</span> <b>dar</b> <span lang=""en-US"">or</span> <b>decir</b>. <span lang=""en-US"">Follow the model.</span>"
50888,Choose the correct indirect object pronoun to complete the sentence.
50890,Complete the conversation with the appropriate demonstrative adjectives and pronouns.
50903,Click on the map pins to see additional information.
50907,Click on the map pins to view additional information.
50914,Elige la opción que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
50921,Search the Internet to learn more about the island once called La Española.
50926,"Search the Internet to learn more about Santo Domingo's colonial district, a UNESCO World Heritage site."
50941,Complete these sentences with the correct terms.
50943,"Read the following lottery winnings list. Then answer the questions, writing the Spanish words for numbers."
50946,Use <b>Hay + </b> the cues to write complete sentences.
50948,Two friends are shopping a very expensive store. Finish the questions adding the name of each item and then complete each answer writing out the corresponding amount.
50950,Complete these sentences with the preterite tense of the indicated verb.
50953,"Answer the questions negatively, indicating that what is asked has already happened. Follow the model."
50956,Complete the paragraph with the correct indirect object pronouns.
50960,Choose the correct country for each term that is given.
50962,Select the option that best completes each sentence.
50966,Select the word that best completes each sentence.
50969,Listen carefully and write each number as numerals rather than words.
50972,Listen to this conversation between Matilde and Hernán. Make a list of the tasks Hernán has already done in preparation for his trip and a list of the tasks he still needs to do. Use complete sentences.
50973,
50975,"Watch the <b>Resumen</b> segment of this video module and indicate whether Inés, Javier, or the Vendedor said each sentence."
50978,Complete the following sentences with the correct words from the list.
50979,
50998,Ordena los planes de Álex. Indica con una <b>X</b> lo que no corresponde.
51001,Completa estas oraciones con la palabra adecuada de la lista.
51002,Escoge la respuesta que mejor completa cada oración.
51010,Ordena estos eventos de manera lógica.
51013,Completa las conversaciones.
51015,"La familia de Blanca sigue la misma rutina todos los días. Según Blanca, ¿qué hacen ellos? Escribe oraciones completas. Sigue el modelo."
51019,Completa el diálogo con la forma apropiada de los verbos entre paréntesis.
51020,Completa esta conversación con la forma correcta del pretérito de <b>ser</b> o <b>ir</b>.
51022,Forma frases. Usa las formas del pretérito de <b>ser</b> y de <b>ir</b>. Haz otros cambios si son necesarios.
51025,Escribe el pronombre de objeto indirecto y la forma del tiempo presente adecuados en cada frase.
51028,Completa estas oraciones con los elementos necesarios.
51041,Selecciona la respuesta correcta según el <popup>texto</popup>.
51044,
51047,Complete each sentence with a word from <b>Preparación</b>.
51049,Answer the questions positively using the correct tense.
51052,"Choose the correct verb from the parentheses, then fill in the blank with its correct form."
51055,Make each sentence negative.
51058,Answer the questions negatively.
51061,"Rewrite each sentence, changing the positive words to negative ones."
51063,Complete each sentence by choosing the correct form of the verb from the menu.
51066,Complete the sentences with the correct pronouns and forms of the verbs in parentheses.
51071,Listen to this conversation. Then decide what Eduardo’s preferences are and answer the question.
51072,
51073,
51089,Indica las comidas y bebidas que Nora pide.
51090,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
51091,Selecciona la opción que mejor completa cada oración.
51093,Escribe la palabra que mejor completa cada oración.
51095,
51097,Completa el párrafo con la forma correcta de los verbos entre paréntesis.
51102,"Cambia las siguientes frases sustituyendo <span lang=""en-US""><i>(by replacing)</i></span> los sustantivos de objeto por los pronombres correspondientes. Haz cualquier <span lang=""en-US""><i>(any)</i></span> cambio necesario."
51105,Imagínate que trabajas de camarero/a en un restaurante. Responde a las órdenes de estos clientes usando pronombres. Sigue el modelo.
51107,Escribe las formas apropiadas de <b>saber</b> y <b>conocer</b>.
51110,Completa el diálogo con la forma apropiada de <b>saber</b> o <b>conocer</b>.
51115,Escoge el par de verbos que correctamente completa cada oración.
51121,Completa cada oración con <b>saber</b> o <b>conocer</b>.
51122,Escoge la palabra correcta para comparar a dos hermanas.
51124,Responde a las preguntas afirmativamente. Usa las palabras en paréntesis.
51143,
51151,Click on the map pins to view additional information.
51154,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51155,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51158,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51160,Click on the map pins to view additional information.
51161,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51162,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51164,"<span lang=""en-US"">Complete the sentences using the word bank. Consult <popup>the map</popup> and the geographic information in the <b>Aventuras en los países hispanos</b> section of your textbook.</span>"
51166,Completa las oraciones con palabras de la lista.
51167,Click on the map pins to view additional information.
51169,Completa los párrafos con las palabras de la lista.
51170,Click on the map pins to view additional information.
51174,Completa cada oración con la opción correcta.
51176,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51184,Escoge la opción que mejor completa cada oración.
51186,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
51188,Elige palabras de la lista para completar los párrafos.
51191,Read the descriptions and write the names of the food in the blanks. Be sure to include the articles.
51223,Categorize the foods listed below.
51229,"Rewrite each sentence, using the subject in parentheses. "
51238,"Rewrite each sentence, using double object pronouns."
51245,"Answer the questions, using double object pronouns."
51248,"Complete the sentences, using <b>saber</b> and <b>conocer</b>."
51250,"Complete the sentences, using the verbs from the word bank. Use each verb only once."
51255,"Create sentences, using the elements and <b>saber</b> and <b>conocer</b>."
51265,Completa las oraciones usando la forma correcta del verbo en paréntesis. Sigue el modelo.
51267,Select the country that each word is referring to.
51271,Provide the correct answer for each of the clues given.
51287,Correct these false statements about the <b>¿Qué tal la comida?</b> video episode.
51288,Choose <b>sí</b> or <b>no</b> to indicate whether you hear each cognate while watching the video.
51289,Complete the sentences with words from the word bank. Some words will not be used.
51295,Look over these useful words before you watch the video.
51335,You will hear some questions with a beep in place of the verb. Decide which form of <b>ser</b> or <b>estar</b> should complete each question and select it.
51338,You will hear some statements. Decide if they are <b>lógico</b> or <b>ilógico</b>.
51340,Listen to Juanita and Vicente talk about what they’re packing for their vacations. Select who is packing each item.
51346,Listen to each sentence and select the number of the sentence below the drawing of the food or drink mentioned.
51348,You will hear five sentences. Each will be said twice. Listen carefully and write what you hear.
51350,The manager of <b>El Gran Pavo</b> restaurant wants to know what items the chef is going to serve to the customers today. Listen to each question and choose the correct response.
51352,Listen as Jennifer describes her roommate. Then read the statements below and decide whether they are <b>cierto</b> or <b>falso.</b>
51354,You will hear a series of descriptions. Choose the statement that expresses the correct comparison.
51357,You will hear seven sentences. Each will be said twice. Listen carefully and write what you hear.
51359,Listen to this telephone conversation and answer the questions.
51368,Escucha las frases e indica si cada frase es <b>lógica</b> or <b>ilógica</b>.
51370,"Escucha las frases, mira las fotos e indica si cada frase es <b>cierta</b> o <b>falsa</b>."
51372,Investiga en Internet para aprender más sobre las ciudades principales de Ecuador. 
51374,Investiga en Internet para aprender más sobre las islas Galápagos. 
51635,
51717,
51784,
51797,
52201,Choose the option that best completes each sentence based on <popup>the reading</popup>.
52249,
52276,Completa las oraciones según <popup>la lectura</popup>.
52285,Describe the video stills. Write at least three sentences in Spanish for each still.
52365,
52379,
52382,
52397,
52399,
52402,
52413,
52423,
52635,Empareja las preguntas con las respuestas correspondientes.
52636,Ordena lo que Diego hizo (<i>did</i>) cronológicamente.
52637,Select the appropriate caption for each image.
52641,Choose <b>sí</b> or <b>no</b> to indicate whether you hear each cognate while watching the video.
52642,The underlined elements in these statements are incorrect. Write the correct word on the space provided.
52683,
52733,Write three features of each country in the blanks provided.
52734,"Unscramble the words about places in Nicaragua, Costa Rica, or Panamá, using the clues."
52735,Write a complete sentence about each photo. Identify each person and their country of origin.
52737,Complete the sentences with the correct words.
52738,Write why you think the <i>Canal de Panamá</i> is important.
52858,
52860,
52861,
52862,
52865,
52868,
52869,
52872,
52875,
52876,
52880,
52887,
52889,
52899,
52901,
52906,
53065,
53130,
53195,
53209,"Sandra's birthday is coming soon. Someone wants to throw her a party. It is supposed to be a surprise, but Sandra discovered a few things. Listen to her conclusions. Then complete the list of clues and answer the question."
53855,What does Noemi say about the lost city of Machu Picchu? Complete the quote below.
53857,Watch the tourists describe their impressions of Machu Picchu. Match the captions to the appropriate people.
53859,Identify which item(s) these people buy at the market.
53861,"Watch Randy bargain, and complete this conversation."
53864,Indicate whether these statements about montaditos are <b>cierto</b> or <b>falso</b>.
53865,Watch these people talk about tapas and complete this conversation.
53869,Select the statement that corresponds to each video still.
53872,Watch Leticia ask for recommendations from some clients in the restaurant and complete this conversation.
53876,Identify what each of these passengers like about el Metro.
53878,Complete this conversation between Alberto and the guide.
53883,"Write down the word for the person, place, thing, or action described."
53887,"Watch Silvina interview a patient, and complete this conversation."
53890,"Listen to a man talking about his dog, and complete the conversation."
54095,
54098,
54101,
54104,
54118,
54246,
54250,
54274,
54297,You will hear some statements. Decide if they are <b>lógico</b> or <b>ilógico</b>.
54361,
54371,
54382,
54391,
54404,
54410,
54427,
54430,
54442,
54444,
54456,Arrastra cada frase al sitio correspondiente del dibujo.
54462,
54465,
54474,
54480,
54785,"Complete these sentences using demonstrative pronouns. Choose a pronoun for each sentence, paying attention to agreement."
54939,Answer these questions negatively. Use indirect object pronouns in the answer.
55092,"Empareja cada definición con la palabra adecuada. Luego, completa las oraciones con la forma correcta de las palabras de la lista."
55097,
55103,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
55105,Completa las oraciones con la palabra correcta.
55109,Investiga en Internet para aprender más sobre la influencia española en los festivales indígenas.
55111,
55196,Escribe la forma correcta del pretérito del verbo que está entre paréntesis.
55200,Forma oraciones con estos elementos. Usa el pretérito.
55202,Completa el párrafo con el pretérito de los verbos de la lista de palabras.
55205,Completa las siguientes oraciones con pronombres relativos.
55208,Escoge la opción que mejor completa el párrafo.
55216,Click on the dialogues to hear them.
55219,Drag each sentence to the appropriate dialogue.
55222,Click on the words to hear them.
55226,Drag each word to the appropriate spot in the illustration.
55237,Identify the members of José's family by dragging each word to the appropriate picture.
55241,Click on the portraits to hear the person's relationship to José.
55246,Click on the words to hear them.
55252,"<span lang=""en-US"">Click on the words to hear them.</span>"
55255,"<span lang=""en-US"">Drag each term to the appropriate spot in the illustration.</span>"
55258,"<span lang=""en-US"">Click on the words to hear them.</span>"
55261,"<span lang=""en-US"">Drag each word from the word bank to the appropriate illustration.</span>"
55264,"<span lang=""en-US"">Haz clic en las palabras para oírlas.</span>"
55271,"Arrastra <span lang=""en-US""><i>(drag)</i></span> las frases a las ilustraciones correspondientes."
55276,Haz clic en las palabras para oírlas.
55279,"Arrastra <span lang=""en-US""><i>(drag)</i></span> cada palabra, colocándola <span lang=""en-US""><i>(placing it)</i></span> en el dibujo correspondiente."
