word,definition,English translation,lesson,tags
un mot de passe,,password,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un moteur,,engine,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un mur,,wall,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un musée,,museum,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un musicien,,musician (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
un neveu,,nephew,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un niveau,,level,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
un nuage de pollution,,pollution cloud,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
un numéro de téléphone,,phone number,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Au téléphone;noun
un objet ,,object,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un œil,,eye,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
un œuf,,egg,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
un office du tourisme,,tourist office,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un oignon,,onion,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
un oiseau,,bird,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un oncle,,uncle,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un opéra,,opera,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
un orchestre,,orchestra,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un ordinateur ,,computer,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un oreiller,,pillow,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un orteil,,toe,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
un ouvrier,,"worker, laborer (m.)",Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un pain,,bread,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un pain de campagne,,country-style bread,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un pantalon,,pants,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un parapluie,,umbrella,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Le temps qu’il fait;noun
un parc,,park,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un pare-brise,,windshield,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un pare-chocs,,bumper,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un parking,,parking lot,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un passager,,passenger (m.),Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
un passeport,,passport,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
un passe-temps,,"pastime, hobby",Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
un pâté,,pâté,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
un pâté de campagne,,meat spread,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
un patient,,patient (m.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
un patron,,manager; boss (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
un pays,,country ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un peigne,,comb,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
un peintre,,painter (m.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
un père,,father,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un permis de conduire,,driver's license,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un personnage,,character,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un personnage principal,,main character,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un petit ami,,boyfriend,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
un petit-déjeuner,,breakfast,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les repas;noun
un petit-fils,,grandson,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un peu (de),,little (of),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
un peu moins (de),,little less (of),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
un peu plus (de),,little more (of),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
un pharmacien,,pharmacist (m.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
un pied,,foot,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
un pique-nique,,picnic,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un placard,,"closet, cupboard",Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un plat  ,,dish ,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les repas;noun
un plat principal,,main dish,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les repas;noun
un plombier,,plumber,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un pneu,,tire,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un pneu crevé,,flat tire,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un poème,,poem,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
un poète,,poet (m.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
un poisson,,fish,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
un poivron,,pepper,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
un poivron rouge,,red pepper,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
un poivron vert,,green pepper,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
un policier,,police officer (m.),Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un pompier,,firefighter (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un pont,,bridge,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
un portable,,cell phone,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un poste,,position,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
un poste de télévision,,television set,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un poulet,,chicken,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
un prix,,price,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;noun
un problème,,problem,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un produit,,product,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
un professeur,,"teacher, professor",Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
un programme,,program,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
un propriétaire,,owner (m.),Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un psychologue,,psychologist (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un pull,,sweater,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un quartier,,"area, neighborhood",Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un rasoir,,razor,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
un réalisateur,,director (of a movie) (m.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
un rendez-vous,,date; appointment,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
un repas,,meal,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les repas;noun
un réseau,,network,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un réseau social,,social network,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un réservoir d’essence,,gas tank,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un restaurant,,restaurant ,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
un restaurant universitaire ,,university cafeteria,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
un resto U,,university cafeteria,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
un résultat,,result,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Le campus;noun
un retraité,,retired person (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
un rétroviseur,,rearview mirror,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un réveil,,alarm clock,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
un rhume,,cold,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
un rideau,,"drape, curtain",Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un roman,,novel,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
un sac à dos ,,backpack,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un sac à main,,"purse, handbag",Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un salaire,,salary,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;La recherche d’emploi;noun
un salaire élevé,,high salary,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;La recherche d’emploi;noun
un salaire modeste,,low salary,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;La recherche d’emploi;noun
un salon,,formal living/sitting room,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un salon de beauté,,beauty salon,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
un sandwich,,sandwich,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un sculpteur,,sculptor (m.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
un sèche-linge,,clothes dryer,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun
un sentier,,path,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un serpent,,snake,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;Les animaux;noun
un serveur,,server (m.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;noun
un short,,shorts,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un site Internet,,website,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un site web,,website,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
un smartphone,,smartphone,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un SMS,,text message,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un soir,,an evening,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
un sous-sol,,basement,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un sous-vêtement,,underwear,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un spécialiste,,specialist (m.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
un spectacle,,show,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
un spectateur,,spectator (m.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
un stade,,stadium,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
un stage,,internship; professional training,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
un steak,,steak,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
un studio,,studio (apartment),Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
un stylo ,,pen,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
un supermarché,,supermarket,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
un symptôme,,symptom,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
un syndicat,,union,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
un tableau ,,blackboard; picture; painting,Leçon_1A; Leçon_15B,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun;Unité_15;Leçon_15B;Les arts
un tailleur,,(woman's) suit; tailor,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un tapis,,rug,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un tee-shirt,,tee shirt,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un texto,,text message,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
un thé,,tea,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un thé glacé,,iced tea,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
un ticket,,ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un ticket de bus,,bus ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un ticket de métro,,subway ticket,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un timbre,,stamp,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
un tiroir,,drawer,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
un vendeur,,salesman,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
un verre (de),,glass (of) ,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
un vétérinaire,,veterinarian (m.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
un voisin,,neighbor (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;noun
un vol,,flight,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un volant,,steering wheel,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un volcan,,volcano,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
un voyage,,trip ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
un voyant,,warning light,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un voyant d’essence,,gas warning light,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un voyant d’huile,,oil warning light,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
un week-end,,a weekend,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
un yaourt,,yogurt,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Autres aliments;noun
une actrice,,actress,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une adresse,,address,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
une affiche,,poster,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une agence de voyages,,travel agency,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une agricultrice,,farmer (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une allergie,,allergy,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une amende,,fine,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une amie,,friend (f.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une amitié,,friendship,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
une année,,one year,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
une architecte,,architect (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une armoire,,"armoire, wardrobe",Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une arrivée,,arrival,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une artiste,,artist (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une aspirine,,aspirin,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une assiette,,plate,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une assurance,,insurance,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une assurance maladie,,health insurance,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une assurance vie,,life insurance,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une athlète,,athlete (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une auberge de jeunesse,,youth hostel,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une augmentation,,raise,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une augmentation de salaire,,raise in salary,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une autoroute,,highway,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une avenue,,avenue,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
une avocate,,lawyer (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une baguette,,"baguette (long, thin loaf of bread)",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une baignoire,,bathtub,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une banane,,banana,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une bande dessinée (B.D.),,comic strip,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
une banlieue,,suburbs,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une banque,,bank,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une banquière,,banker (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une belle-mère,,mother-in-law; stepmother,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une belle-sœur,,sister-in-law,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une bibliothèque,,library,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une bière,,beer,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
une bijouterie,,jewelry store,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une blessure,,"injury, wound",Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une boisson,,drink/beverage,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une boisson gazeuse,,"soft, carbonated drink/beverage",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une boîte,,club; can,Leçon_4A; Leçon_9B,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun;Unité_9;Leçon_9B;La nourriture;À table!
une boîte aux lettres,,mailbox,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
une boîte de conserve,,can,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une boîte de nuit,,nightclub,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une boucherie,,butcher’s shop,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une boulangerie,,"bread shop, bakery",Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une bourse,,"scholarship, grant",Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
une bouteille (de),,bottle (of),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
une boutique,,"boutique, store",Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une brasserie,,"café, restaurant",Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une brosse,,brush,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
une brosse à cheveux,,hairbrush,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
une brosse à dents,,toothbrush,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
une cabine téléphonique,,phone booth,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
une cafetière,,coffeemaker,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun
une calculatrice ,,calculator,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Le campus;noun
une camarade de chambre,,roommate (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
une camarade de classe,,classmate (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
une candidate,,"candidate, applicant (f.)",Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
une cantine,,(school) cafeteria,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;À table!;noun
une capitale,,capital,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une carafe d’eau,,pitcher of water,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une carotte,,carrot,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
une carrière,,career,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une carte,,map; menu,Leçon_1A; Leçon_9B,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun;Unité_9;Leçon_9B;La nourriture;À table!
une carte postale,,postcard,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
une casquette,,(baseball) cap,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une catastrophe,,catastrophe,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
une cave,,cellar; basement,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une ceinture,,belt,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une centrale nucléaire,,nuclear plant,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
une chaîne,,channel,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
une chaîne de télévision,,television channel,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
une chaîne stéréo,,stereo system,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
une chaise,,chair,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une chambre,,bedroom,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une chambre individuelle,,single room,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une chanson,,song,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une chanteuse,,singer (f.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une charcuterie,,delicatessen,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une chaussette,,sock,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une chaussure,,shoe,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une chemise,,shirt,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une chemise à manches courtes,,short-sleeved shirt,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une chemise à manches longues,,long-sleeved shirt ,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une chercheuse,,researcher (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une chômeuse,,unemployed person (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;La recherche d’emploi;noun
une chose ,,thing,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une classe,,class (group of students),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
une clé,,key,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une cliente,,client; guest (f.),Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une coiffeuse,,hairdresser (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une comédie,,comedy,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une comédie musicale,,comedy musical,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une commerçante,,shopkeeper (f.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une commode,,"dresser, chest of drawers",Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une compagnie,,company,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
une comptable,,accountant (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
